batch,episode_len,kl,lr_multiplier,loss,entropy,explained_var_old,explained_var_new
1105,36,0.01648,0.444,2.2685,1.6298,0.17,0.203
1106,17,0.02617,0.444,2.2545,1.671,0.195,0.231
1107,14,0.02677,0.444,2.2885,1.6317,0.192,0.233
1108,9,0.02651,0.444,2.2695,1.658,0.197,0.229
1109,15,0.01858,0.444,2.2669,1.6259,0.19,0.23
1110,16,0.01898,0.444,2.3048,1.5863,0.195,0.226
1111,40,0.01536,0.444,2.2422,1.6073,0.144,0.191
1112,16,0.02009,0.444,2.3091,1.6578,0.191,0.213
1113,49,0.01307,0.444,2.3274,1.6786,0.153,0.194
1114,25,0.02003,0.444,2.3959,1.7471,0.133,0.171
1115,20,0.02368,0.444,2.2909,1.6376,0.188,0.214
1116,28,0.01425,0.444,2.2979,1.6455,0.162,0.194
1117,49,0.02327,0.444,2.2417,1.6486,0.178,0.211
1118,9,0.01929,0.444,2.3236,1.6964,0.211,0.244
1119,15,0.01696,0.444,2.2859,1.6446,0.146,0.185
1120,20,0.02067,0.444,2.3002,1.6844,0.188,0.23
1121,35,0.01629,0.444,2.2506,1.6347,0.162,0.195
1122,17,0.02573,0.444,2.2434,1.6208,0.203,0.239
1123,20,0.01609,0.444,2.2741,1.6841,0.152,0.195
1124,20,0.0211,0.444,2.2892,1.6575,0.163,0.196
1125,26,0.01902,0.444,2.3271,1.6783,0.169,0.205
1126,17,0.02294,0.444,2.2967,1.6134,0.117,0.164
1127,49,0.01402,0.444,2.3187,1.6855,0.123,0.158
1128,33,0.02183,0.444,2.2896,1.652,0.15,0.198
1129,17,0.02563,0.444,2.3263,1.659,0.161,0.193
1130,15,0.01817,0.444,2.3095,1.6747,0.182,0.221
1131,11,0.02785,0.444,2.303,1.7152,0.178,0.215
1132,26,0.01891,0.444,2.2977,1.6409,0.164,0.2
1133,23,0.02581,0.444,2.301,1.6845,0.203,0.232
1134,23,0.01422,0.444,2.2989,1.687,0.228,0.259
1135,13,0.01291,0.444,2.3142,1.6573,0.181,0.212
1136,15,0.01707,0.444,2.3938,1.6897,0.142,0.172
1137,14,0.02487,0.444,2.2874,1.6381,0.164,0.202
1138,21,0.02626,0.444,2.3014,1.6593,0.24,0.269
1139,9,0.02193,0.444,2.32,1.6584,0.238,0.271
1140,49,0.02532,0.444,2.2923,1.6475,0.184,0.213
1141,16,0.01857,0.444,2.2528,1.6904,0.228,0.269
1142,27,0.0215,0.444,2.3509,1.6852,0.188,0.225
1143,49,0.01985,0.444,2.263,1.671,0.224,0.246
1144,18,0.01889,0.444,2.2979,1.6533,0.133,0.172
1145,13,0.0146,0.444,2.3088,1.7322,0.188,0.238
1146,26,0.02173,0.444,2.2609,1.6477,0.171,0.196
1147,18,0.02139,0.444,2.2843,1.7316,0.154,0.187
1148,23,0.01926,0.444,2.2909,1.6631,0.167,0.195
1149,9,0.01584,0.444,2.1872,1.6768,0.272,0.31
1150,21,0.01405,0.444,2.3193,1.7003,0.189,0.231
1151,16,0.01451,0.444,2.2584,1.6607,0.124,0.18
1152,23,0.01551,0.444,2.331,1.6808,0.158,0.199
1153,14,0.02135,0.444,2.2808,1.6795,0.171,0.244
1154,15,0.01987,0.444,2.2979,1.6944,0.147,0.191
1155,19,0.02578,0.444,2.3036,1.6657,0.159,0.212
1156,36,0.02376,0.444,2.272,1.7158,0.224,0.263
1157,49,0.01935,0.444,2.2406,1.688,0.192,0.241
1158,18,0.01174,0.444,2.3763,1.7287,0.15,0.18
1159,17,0.01432,0.444,2.2668,1.6893,0.206,0.233
1160,28,0.01803,0.444,2.2509,1.6755,0.234,0.273
1161,21,0.01871,0.444,2.1961,1.645,0.175,0.227
1162,13,0.01698,0.444,2.2405,1.6629,0.207,0.254
1163,27,0.0174,0.444,2.2699,1.6142,0.178,0.218
1164,42,0.02031,0.444,2.2614,1.7179,0.22,0.248
1165,15,0.01761,0.444,2.2685,1.6349,0.2,0.238
1166,23,0.01766,0.444,2.2192,1.6479,0.22,0.267
1167,9,0.01525,0.444,2.2997,1.7038,0.214,0.255
1168,12,0.01507,0.444,2.2742,1.6672,0.237,0.269
1169,21,0.01801,0.444,2.261,1.6263,0.177,0.234
1170,23,0.01877,0.444,2.1544,1.6223,0.256,0.294
1171,19,0.00845,0.667,2.1661,1.6128,0.236,0.269
1172,21,0.03899,0.667,2.2409,1.7184,0.204,0.285
1173,23,0.03569,0.667,2.2436,1.6589,0.203,0.257
1174,21,0.03308,0.667,2.2515,1.6947,0.195,0.287
1175,49,0.03016,0.667,2.2745,1.6899,0.207,0.248
1176,30,0.04615,0.444,2.2043,1.6384,0.244,0.299
1177,11,0.01379,0.444,2.1322,1.5653,0.211,0.252
1178,26,0.02645,0.444,2.1738,1.6485,0.288,0.328
1179,14,0.01995,0.444,2.1561,1.6471,0.273,0.323
1180,19,0.01795,0.444,2.2293,1.7047,0.308,0.339
1181,16,0.01982,0.444,2.2907,1.7292,0.247,0.291
1182,40,0.03137,0.444,2.1702,1.6242,0.278,0.319
1183,41,0.04189,0.296,2.1785,1.635,0.237,0.275
1184,23,0.01741,0.296,2.1771,1.6425,0.238,0.274
1185,25,0.01433,0.296,2.2464,1.6594,0.243,0.281
1186,47,0.00884,0.444,2.161,1.6226,0.266,0.299
1187,20,0.02055,0.444,2.1822,1.633,0.295,0.338
1188,25,0.01091,0.444,2.3339,1.713,0.215,0.254
1189,17,0.01579,0.444,2.3207,1.672,0.194,0.248
1190,17,0.01521,0.444,2.3052,1.6948,0.182,0.231
1191,19,0.02749,0.444,2.2215,1.62,0.217,0.256
1192,16,0.01935,0.444,2.229,1.6402,0.229,0.263
1193,27,0.0221,0.444,2.3483,1.7097,0.179,0.222
1194,28,0.01433,0.444,2.2449,1.5932,0.202,0.243
1195,15,0.02071,0.444,2.2309,1.6319,0.2,0.233
1196,23,0.01246,0.444,2.2433,1.6121,0.213,0.251
1197,16,0.02006,0.444,2.3033,1.6297,0.178,0.212
1198,49,0.01585,0.444,2.2209,1.6423,0.214,0.264
1199,49,0.02178,0.444,2.141,1.5832,0.241,0.277
1200,15,0.01254,0.444,2.2045,1.6189,0.22,0.252
1201,40,0.0187,0.444,2.319,1.6625,0.185,0.233
1202,49,0.02161,0.444,2.207,1.6218,0.221,0.248
1203,10,0.02406,0.444,2.2079,1.6552,0.222,0.266
1204,29,0.01622,0.444,2.3318,1.6522,0.12,0.169
1205,38,0.02948,0.444,2.2028,1.6521,0.199,0.244
1206,20,0.02337,0.444,2.2549,1.6346,0.179,0.226
1207,38,0.01775,0.444,2.3552,1.7202,0.181,0.223
1208,12,0.0181,0.444,2.2386,1.6468,0.186,0.218
1209,10,0.01873,0.444,2.2439,1.6569,0.206,0.254
1210,19,0.01609,0.444,2.1289,1.6312,0.293,0.327
1211,17,0.02528,0.444,2.2495,1.6305,0.165,0.197
1212,23,0.02449,0.444,2.2881,1.7264,0.204,0.253
1213,11,0.02895,0.444,2.2314,1.6317,0.23,0.257
1214,14,0.01969,0.444,2.3195,1.6634,0.161,0.182
1215,33,0.01891,0.444,2.2698,1.6341,0.176,0.211
1216,20,0.02121,0.444,2.276,1.6552,0.211,0.244
1217,9,0.01315,0.444,2.2644,1.6253,0.14,0.18
1218,14,0.02335,0.444,2.2025,1.6633,0.214,0.247
1219,21,0.03476,0.444,2.2722,1.5987,0.143,0.189
1220,13,0.04039,0.296,2.2477,1.6643,0.189,0.231
1221,13,0.00972,0.444,2.3353,1.676,0.161,0.19
1222,21,0.02504,0.444,2.2237,1.5759,0.198,0.22
1223,15,0.01985,0.444,2.2129,1.6194,0.171,0.191
1224,15,0.01986,0.444,2.3314,1.6462,0.157,0.188
1225,21,0.01379,0.444,2.1556,1.5605,0.209,0.241
1226,19,0.01861,0.444,2.2826,1.6025,0.144,0.173
1227,29,0.02966,0.444,2.2028,1.6493,0.248,0.282
1228,13,0.02096,0.444,2.1692,1.5513,0.219,0.26
1229,13,0.0171,0.444,2.2387,1.5959,0.164,0.234
1230,37,0.0235,0.444,2.1914,1.5531,0.209,0.24
1231,49,0.02008,0.444,2.2692,1.617,0.169,0.196
1232,19,0.01729,0.444,2.1893,1.5408,0.194,0.226
1233,9,0.02329,0.444,2.1714,1.5674,0.2,0.245
1234,12,0.01857,0.444,2.1714,1.5759,0.194,0.229
1235,15,0.02583,0.444,2.1091,1.5898,0.228,0.266
1236,36,0.0167,0.444,2.1724,1.6397,0.238,0.268
1237,49,0.02662,0.444,2.2185,1.6143,0.165,0.211
1238,15,0.02281,0.444,2.1454,1.5864,0.22,0.251
1239,21,0.02345,0.444,2.1672,1.5542,0.285,0.313
1240,49,0.01404,0.444,2.0551,1.5344,0.262,0.296
1241,27,0.01372,0.444,2.1713,1.5881,0.204,0.26
1242,15,0.01228,0.444,2.201,1.5999,0.212,0.242
1243,21,0.03175,0.444,2.1275,1.619,0.271,0.304
1244,47,0.0256,0.444,2.1851,1.6139,0.21,0.25
1245,14,0.01681,0.444,2.1926,1.6101,0.224,0.243
1246,10,0.01923,0.444,2.0772,1.58,0.284,0.322
1247,21,0.02167,0.444,2.1707,1.6168,0.243,0.273
1248,49,0.02821,0.444,2.1864,1.6064,0.19,0.218
1249,49,0.01615,0.444,2.1732,1.6217,0.231,0.26
1250,28,0.03465,0.444,2.2202,1.6457,0.203,0.232
1251,31,0.0165,0.444,2.1677,1.6164,0.215,0.246
1252,14,0.01861,0.444,2.2132,1.5915,0.186,0.216
1253,9,0.01993,0.444,2.1877,1.575,0.208,0.244
1254,32,0.0181,0.444,2.2848,1.6472,0.157,0.201
1255,11,0.02013,0.444,2.1784,1.621,0.214,0.247
1256,16,0.02001,0.444,2.1814,1.5879,0.243,0.278
1257,14,0.0223,0.444,2.2593,1.6404,0.17,0.213
1258,15,0.02756,0.444,2.1474,1.6757,0.3,0.337
1259,15,0.01449,0.444,2.2369,1.6474,0.192,0.229
1260,25,0.02918,0.444,2.2587,1.684,0.248,0.283
1261,9,0.01274,0.444,2.1222,1.5985,0.239,0.277
1262,21,0.02051,0.444,2.1617,1.651,0.245,0.281
1263,33,0.01759,0.444,2.1472,1.6498,0.336,0.358
1264,32,0.015,0.444,2.1949,1.6437,0.258,0.284
1265,27,0.01875,0.444,2.1614,1.6136,0.27,0.314
1266,15,0.02047,0.444,1.9771,1.5442,0.38,0.412
1267,10,0.01717,0.444,2.168,1.6112,0.251,0.287
1268,27,0.01923,0.444,2.1845,1.6326,0.262,0.291
1269,49,0.01466,0.444,2.1304,1.6156,0.302,0.345
1270,20,0.01935,0.444,2.1741,1.6529,0.273,0.314
1271,28,0.02045,0.444,2.0984,1.5921,0.306,0.33
1272,13,0.01653,0.444,2.0661,1.5476,0.265,0.296
1273,12,0.02221,0.444,2.1545,1.6479,0.248,0.287
1274,17,0.01692,0.444,2.1034,1.6197,0.287,0.322
1275,20,0.01816,0.444,2.0834,1.5899,0.263,0.299
1276,29,0.01174,0.444,2.1831,1.6608,0.257,0.292
1277,21,0.01872,0.444,2.1575,1.6633,0.307,0.339
1278,15,0.0143,0.444,2.1878,1.6522,0.259,0.3
1279,11,0.01741,0.444,2.1887,1.6563,0.234,0.283
1280,22,0.01877,0.444,2.1104,1.5991,0.314,0.355
1281,33,0.01965,0.444,2.1789,1.6431,0.238,0.305
1282,22,0.01821,0.444,2.2212,1.5983,0.23,0.252
1283,30,0.02114,0.444,2.0994,1.6055,0.304,0.337
1284,14,0.02025,0.444,2.2256,1.6369,0.219,0.273
1285,25,0.02149,0.444,2.224,1.6541,0.248,0.286
1286,23,0.01362,0.444,2.1366,1.6071,0.254,0.305
1287,49,0.01569,0.444,2.1765,1.6237,0.239,0.271
1288,23,0.01337,0.444,2.1135,1.6193,0.316,0.347
1289,11,0.02108,0.444,2.2606,1.6597,0.203,0.242
1290,18,0.01684,0.444,2.181,1.6497,0.23,0.275
1291,25,0.01225,0.444,2.1618,1.6368,0.286,0.31
1292,34,0.01576,0.444,2.1856,1.6101,0.227,0.285
1293,9,0.01533,0.444,2.2127,1.6084,0.232,0.27
1294,49,0.02464,0.444,2.1473,1.6301,0.264,0.307
1295,18,0.01986,0.444,2.1832,1.6286,0.285,0.325
1296,24,0.02183,0.444,2.0434,1.5792,0.342,0.377
1297,15,0.02335,0.444,2.15,1.5502,0.21,0.24
1298,24,0.01468,0.444,2.116,1.587,0.315,0.349
1299,13,0.01547,0.444,2.1321,1.5829,0.233,0.286
1300,34,0.01714,0.444,2.0681,1.5832,0.33,0.354
1301,23,0.02215,0.444,2.0656,1.6125,0.314,0.347
1302,9,0.02403,0.444,2.036,1.5555,0.282,0.323
1303,12,0.01489,0.444,2.1214,1.5866,0.317,0.355
1304,15,0.01823,0.444,2.1647,1.6499,0.366,0.386
1305,36,0.01834,0.444,2.1693,1.6061,0.228,0.269
1306,9,0.01976,0.444,2.0806,1.6161,0.334,0.367
1307,19,0.02076,0.444,2.0373,1.5649,0.323,0.364
1308,11,0.02034,0.444,2.1964,1.6705,0.243,0.271
1309,17,0.01533,0.444,2.0926,1.5703,0.273,0.31
1310,30,0.0182,0.444,2.1337,1.5784,0.231,0.266
1311,23,0.013,0.444,2.1715,1.6095,0.187,0.236
1312,23,0.01903,0.444,2.1311,1.586,0.17,0.19
1313,31,0.01389,0.444,2.1545,1.6206,0.216,0.255
1314,22,0.01149,0.444,2.1645,1.635,0.214,0.241
1315,17,0.02063,0.444,2.1331,1.6091,0.271,0.306
1316,27,0.02263,0.444,2.2084,1.6326,0.209,0.244
1317,23,0.01147,0.444,2.187,1.5928,0.203,0.234
1318,49,0.01928,0.444,2.1931,1.6564,0.254,0.288
1319,30,0.01544,0.444,2.16,1.6551,0.286,0.309
1320,31,0.0197,0.444,2.1724,1.6209,0.208,0.241
1321,13,0.01261,0.444,2.1705,1.6035,0.27,0.309
1322,35,0.01754,0.444,2.2525,1.6597,0.224,0.264
1323,23,0.0189,0.444,2.1848,1.6384,0.267,0.3
1324,25,0.01978,0.444,2.2339,1.651,0.208,0.261
1325,13,0.02406,0.444,2.1595,1.6512,0.25,0.274
1326,11,0.02081,0.444,2.1499,1.6739,0.268,0.289
1327,23,0.01861,0.444,2.1357,1.6203,0.207,0.242
1328,18,0.0164,0.444,2.1173,1.6018,0.298,0.316
1329,11,0.01862,0.444,2.158,1.624,0.248,0.269
1330,15,0.02114,0.444,2.0838,1.6284,0.324,0.35
1331,16,0.01158,0.444,2.1929,1.6357,0.282,0.303
1332,11,0.02758,0.444,2.1459,1.5784,0.226,0.26
1333,21,0.01496,0.444,2.1372,1.5693,0.273,0.308
1334,9,0.02245,0.444,2.1644,1.6299,0.26,0.293
1335,34,0.01859,0.444,2.1313,1.628,0.262,0.292
1336,19,0.02049,0.444,2.2266,1.6166,0.159,0.195
1337,26,0.0353,0.444,2.1757,1.6651,0.25,0.28
1338,16,0.02515,0.444,2.1885,1.6271,0.243,0.266
1339,30,0.02373,0.444,2.1523,1.6159,0.239,0.273
1340,49,0.01283,0.444,2.2149,1.6825,0.289,0.323
1341,23,0.01616,0.444,2.2251,1.6395,0.249,0.269
1342,10,0.0117,0.444,2.195,1.6158,0.232,0.259
1343,31,0.01343,0.444,2.2526,1.6795,0.209,0.242
1344,16,0.01598,0.444,2.2242,1.6547,0.227,0.25
1345,19,0.02029,0.444,2.3254,1.718,0.141,0.175
1346,20,0.01399,0.444,2.1668,1.61,0.226,0.248
1347,16,0.01926,0.444,2.1224,1.6011,0.222,0.259
1348,41,0.01942,0.444,2.2071,1.6973,0.216,0.258
1349,27,0.0163,0.444,2.1967,1.634,0.235,0.255
1350,22,0.0193,0.444,2.2059,1.656,0.189,0.219
1351,12,0.01925,0.444,2.2785,1.6485,0.159,0.191
1352,21,0.01502,0.444,2.1777,1.6338,0.234,0.264
1353,49,0.01525,0.444,2.1829,1.619,0.26,0.284
1354,17,0.01226,0.444,2.2591,1.6497,0.136,0.161
1355,18,0.01255,0.444,2.1748,1.642,0.211,0.24
1356,23,0.01416,0.444,2.1319,1.6118,0.278,0.31
1357,20,0.01511,0.444,2.1993,1.6722,0.241,0.268
1358,11,0.01955,0.444,2.1464,1.5382,0.234,0.266
1359,16,0.01938,0.444,2.2096,1.5825,0.13,0.166
1360,49,0.01936,0.444,2.2676,1.6251,0.167,0.21
1361,17,0.02363,0.444,2.1538,1.6907,0.328,0.351
1362,15,0.01527,0.444,2.1452,1.6098,0.186,0.207
1363,49,0.01109,0.444,2.1623,1.5644,0.165,0.2
1364,13,0.02126,0.444,2.2152,1.62,0.178,0.203
1365,19,0.01385,0.444,2.1804,1.6115,0.163,0.195
1366,20,0.02468,0.444,2.2175,1.6016,0.166,0.192
1367,26,0.01483,0.444,2.1586,1.64,0.228,0.258
1368,49,0.02056,0.444,2.2014,1.6507,0.188,0.216
1369,17,0.02213,0.444,2.2299,1.6551,0.151,0.177
1370,9,0.03096,0.444,2.1842,1.5613,0.119,0.158
1371,23,0.02659,0.444,2.2232,1.6835,0.15,0.181
1372,21,0.01594,0.444,2.2126,1.6016,0.164,0.185
1373,12,0.02501,0.444,2.2704,1.6556,0.153,0.172
1374,49,0.01406,0.444,2.2041,1.5663,0.106,0.127
1375,15,0.01868,0.444,2.2292,1.6089,0.144,0.171
1376,37,0.01572,0.444,2.2763,1.6544,0.147,0.182
1377,21,0.01982,0.444,2.2203,1.6349,0.167,0.188
1378,30,0.01917,0.444,2.2511,1.6674,0.093,0.125
1379,20,0.01548,0.444,2.3236,1.6761,0.126,0.146
1380,11,0.01801,0.444,2.1892,1.6073,0.163,0.197
1381,17,0.01646,0.444,2.2576,1.6121,0.099,0.12
1382,42,0.01595,0.444,2.2232,1.6313,0.162,0.19
1383,13,0.01789,0.444,2.2213,1.5732,0.114,0.14
1384,15,0.01697,0.444,2.1999,1.5763,0.162,0.187
1385,35,0.01899,0.444,2.2076,1.5483,0.157,0.18
1386,49,0.01702,0.444,2.2309,1.6069,0.192,0.227
1387,26,0.01608,0.444,2.2405,1.6025,0.163,0.194
1388,13,0.01691,0.444,2.2274,1.6233,0.172,0.202
1389,37,0.01692,0.444,2.1556,1.5478,0.167,0.187
1390,27,0.01669,0.444,2.1543,1.576,0.207,0.227
1391,34,0.01582,0.444,2.1302,1.6103,0.303,0.324
1392,49,0.01746,0.444,2.2081,1.5519,0.15,0.168
1393,15,0.01816,0.444,2.1327,1.5759,0.211,0.236
1394,15,0.01407,0.444,2.1805,1.5749,0.21,0.242
1395,12,0.01788,0.444,2.1011,1.4976,0.207,0.225
1396,13,0.02163,0.444,2.1616,1.5787,0.211,0.232
1397,20,0.01715,0.444,2.167,1.6244,0.248,0.27
1398,39,0.01758,0.444,2.0889,1.5585,0.298,0.318
1399,17,0.01438,0.444,2.2015,1.5795,0.12,0.157
1400,12,0.01667,0.444,2.2068,1.5813,0.214,0.247
1401,49,0.0144,0.444,2.1914,1.5741,0.258,0.282
1402,11,0.0197,0.444,2.1556,1.5409,0.221,0.254
1403,18,0.01324,0.444,2.1556,1.5282,0.211,0.242
1404,26,0.01233,0.444,2.1548,1.5323,0.255,0.291
1405,13,0.0286,0.444,2.1085,1.5048,0.193,0.23
1406,49,0.02009,0.444,2.1148,1.5898,0.252,0.279
1407,29,0.0142,0.444,2.1753,1.6034,0.213,0.238
1408,15,0.02001,0.444,2.2018,1.5905,0.199,0.225
1409,11,0.0104,0.444,2.0975,1.4947,0.23,0.272
1410,13,0.02212,0.444,2.2067,1.5613,0.158,0.189
1411,11,0.02052,0.444,2.1702,1.5666,0.235,0.258
1412,25,0.02346,0.444,2.1955,1.5605,0.242,0.27
1413,49,0.02342,0.444,2.1053,1.5507,0.239,0.27
1414,11,0.02234,0.444,2.1148,1.5674,0.254,0.278
1415,20,0.01839,0.444,2.1347,1.5562,0.219,0.252
1416,21,0.01573,0.444,2.1147,1.5392,0.229,0.253
1417,19,0.02518,0.444,2.1921,1.5141,0.23,0.264
1418,14,0.02925,0.444,2.1261,1.5195,0.19,0.228
1419,20,0.04338,0.296,2.1989,1.5436,0.2,0.229
1420,49,0.02063,0.296,2.1566,1.5563,0.259,0.281
1421,38,0.01252,0.296,2.1311,1.6115,0.264,0.288
1422,19,0.01055,0.296,2.0889,1.5041,0.276,0.292
1423,21,0.00862,0.444,2.1189,1.5661,0.277,0.295
1424,18,0.01508,0.444,2.1899,1.568,0.222,0.251
1425,19,0.01632,0.444,2.2427,1.5288,0.161,0.19
1426,15,0.01658,0.444,2.0521,1.5386,0.322,0.358
1427,10,0.0176,0.444,2.1437,1.5419,0.262,0.286
1428,11,0.01555,0.444,2.1884,1.5769,0.184,0.237
1429,20,0.01454,0.444,2.1295,1.5294,0.245,0.269
1430,41,0.01756,0.444,2.1141,1.5361,0.268,0.296
1431,49,0.02498,0.444,2.078,1.5141,0.29,0.337
1432,13,0.01589,0.444,2.0723,1.5665,0.314,0.348
1433,49,0.02417,0.444,2.0733,1.5546,0.283,0.312
1434,14,0.02001,0.444,2.1874,1.5572,0.18,0.221
1435,11,0.01763,0.444,2.2103,1.5703,0.182,0.227
1436,9,0.01973,0.444,2.111,1.5648,0.276,0.3
1437,21,0.02711,0.444,2.0785,1.5036,0.284,0.325
1438,15,0.0191,0.444,2.1346,1.5415,0.288,0.312
1439,20,0.01875,0.444,2.0841,1.5291,0.284,0.319
1440,16,0.01605,0.444,1.9937,1.4656,0.282,0.319
1441,28,0.01975,0.444,2.1047,1.5616,0.285,0.325
1442,39,0.02304,0.444,2.0872,1.5401,0.238,0.284
1443,49,0.0186,0.444,2.0256,1.5355,0.291,0.32
1444,18,0.02024,0.444,2.0661,1.5003,0.241,0.279
1445,15,0.02123,0.444,2.1567,1.5678,0.26,0.301
1446,21,0.01726,0.444,2.1436,1.5545,0.225,0.258
1447,13,0.02038,0.444,2.082,1.5418,0.235,0.281
1448,36,0.01562,0.444,2.1795,1.5367,0.161,0.21
1449,16,0.01585,0.444,2.1116,1.5067,0.219,0.259
1450,28,0.02157,0.444,2.1315,1.56,0.259,0.296
1451,23,0.0132,0.444,2.1459,1.5675,0.267,0.308
1452,16,0.01568,0.444,2.1356,1.5682,0.151,0.209
1453,21,0.01636,0.444,2.1689,1.5753,0.152,0.213
1454,49,0.0109,0.444,2.1998,1.5984,0.167,0.203
1455,19,0.019,0.444,2.0663,1.5561,0.223,0.265
1456,20,0.01695,0.444,2.1193,1.5729,0.241,0.286
1457,36,0.02065,0.444,2.1611,1.635,0.185,0.227
1458,47,0.01488,0.444,2.1633,1.5802,0.198,0.228
1459,37,0.01623,0.444,2.1922,1.6007,0.187,0.227
1460,11,0.01819,0.444,2.1756,1.5668,0.191,0.238
1461,16,0.01533,0.444,2.2233,1.5698,0.173,0.217
1462,11,0.0151,0.444,2.1412,1.5746,0.201,0.234
1463,13,0.01307,0.444,2.1385,1.5859,0.197,0.24
1464,25,0.01487,0.444,2.1092,1.5348,0.23,0.271
1465,17,0.01202,0.444,2.0871,1.5329,0.257,0.302
1466,21,0.01817,0.444,2.132,1.5656,0.198,0.234
1467,17,0.01764,0.444,2.1163,1.5789,0.244,0.282
1468,31,0.01845,0.444,2.1438,1.6465,0.256,0.297
1469,25,0.01664,0.444,2.1681,1.6316,0.257,0.294
1470,15,0.02147,0.444,2.1806,1.6377,0.19,0.229
1471,14,0.02074,0.444,2.2131,1.6208,0.178,0.214
1472,29,0.01962,0.444,2.1107,1.5647,0.185,0.228
1473,18,0.02422,0.444,2.138,1.6467,0.252,0.291
1474,34,0.02541,0.444,2.1754,1.567,0.206,0.239
1475,14,0.01574,0.444,2.2325,1.6121,0.172,0.217
1476,18,0.01585,0.444,2.1826,1.5714,0.188,0.225
1477,10,0.0159,0.444,2.2115,1.6025,0.147,0.195
1478,15,0.01662,0.444,2.2245,1.631,0.18,0.227
1479,17,0.01595,0.444,2.182,1.6414,0.179,0.234
1480,11,0.01176,0.444,2.1585,1.6207,0.245,0.297
1481,21,0.01391,0.444,2.0967,1.5421,0.2,0.252
1482,20,0.0126,0.444,2.2496,1.655,0.135,0.179
1483,9,0.01936,0.444,2.1995,1.6339,0.251,0.294
1484,22,0.0123,0.444,2.1405,1.5957,0.195,0.236
1485,13,0.02011,0.444,2.2195,1.6073,0.164,0.216
1486,25,0.01882,0.444,2.0732,1.594,0.24,0.289
1487,14,0.01655,0.444,2.2058,1.6119,0.139,0.184
1488,20,0.01972,0.444,2.2083,1.5805,0.207,0.239
1489,11,0.02652,0.444,2.1745,1.6031,0.234,0.282
1490,10,0.01727,0.444,2.1331,1.6084,0.256,0.282
1491,49,0.02255,0.444,2.1821,1.6096,0.208,0.245
1492,24,0.02094,0.444,2.144,1.6061,0.222,0.254
1493,10,0.01598,0.444,2.1667,1.5821,0.235,0.268
1494,15,0.01836,0.444,2.1016,1.6023,0.309,0.343
1495,15,0.01398,0.444,2.1136,1.5799,0.266,0.297
1496,14,0.01935,0.444,2.1371,1.6038,0.287,0.318
1497,23,0.01932,0.444,2.1498,1.6186,0.292,0.322
1498,13,0.01774,0.444,2.0511,1.5637,0.332,0.363
1499,23,0.01656,0.444,2.1659,1.5931,0.166,0.196
1500,18,0.01391,0.444,2.1177,1.5891,0.255,0.287
1501,33,0.01673,0.444,2.1432,1.577,0.269,0.309
1502,17,0.01405,0.444,2.1155,1.5809,0.259,0.291
1503,43,0.01969,0.444,2.0965,1.5338,0.292,0.335
1504,49,0.02335,0.444,2.1509,1.5642,0.255,0.298
1505,14,0.02271,0.444,2.1839,1.5998,0.253,0.286
1506,49,0.01881,0.444,2.0486,1.595,0.342,0.37
1507,13,0.02444,0.444,2.1263,1.6309,0.312,0.342
1508,15,0.01806,0.444,2.1034,1.5847,0.283,0.339
1509,23,0.01666,0.444,2.1403,1.6091,0.269,0.3
1510,36,0.0239,0.444,2.1699,1.6295,0.268,0.305
1511,14,0.02342,0.444,2.1784,1.6181,0.171,0.216
1512,18,0.01299,0.444,2.1274,1.5842,0.216,0.245
1513,23,0.01512,0.444,2.0869,1.5841,0.233,0.267
1514,16,0.02128,0.444,2.1262,1.5945,0.179,0.221
1515,23,0.01567,0.444,2.1645,1.6026,0.225,0.261
1516,14,0.01609,0.444,2.142,1.5613,0.217,0.241
1517,18,0.01865,0.444,2.1559,1.5748,0.173,0.209
1518,11,0.01321,0.444,2.1032,1.5555,0.261,0.293
1519,16,0.01582,0.444,2.1109,1.5562,0.254,0.285
1520,17,0.015,0.444,2.2521,1.6154,0.2,0.232
1521,27,0.01743,0.444,2.1679,1.5365,0.163,0.197
1522,49,0.01819,0.444,2.0409,1.572,0.303,0.337
1523,41,0.0222,0.444,2.1399,1.6141,0.179,0.208
1524,17,0.02415,0.444,2.172,1.6157,0.243,0.271
1525,48,0.0129,0.444,2.166,1.5459,0.174,0.212
1526,11,0.01332,0.444,2.1222,1.5588,0.235,0.276
1527,15,0.01433,0.444,2.1484,1.5776,0.246,0.284
1528,49,0.01344,0.444,2.1215,1.575,0.202,0.237
1529,15,0.01719,0.444,2.0637,1.5853,0.228,0.267
1530,23,0.02134,0.444,2.1169,1.5401,0.154,0.193
1531,14,0.02061,0.444,2.0372,1.5487,0.252,0.289
1532,27,0.02445,0.444,2.0111,1.5047,0.23,0.267
1533,24,0.0221,0.444,2.0788,1.51,0.163,0.217
1534,26,0.01473,0.444,1.9956,1.4792,0.242,0.298
1535,19,0.01228,0.444,2.041,1.5022,0.272,0.301
1536,49,0.01725,0.444,2.0243,1.4718,0.222,0.258
1537,18,0.01453,0.444,2.0738,1.5308,0.261,0.297
1538,23,0.01323,0.444,2.0548,1.5308,0.204,0.239
1539,27,0.01057,0.444,2.0051,1.4846,0.287,0.328
1540,49,0.01507,0.444,2.0715,1.5377,0.196,0.249
1541,17,0.01466,0.444,2.0634,1.5337,0.262,0.291
1542,27,0.02195,0.444,2.0835,1.5589,0.238,0.282
1543,26,0.02034,0.444,2.0406,1.5521,0.236,0.272
